Num,Site,Habitat,Population,Rep,DishNum,PopNum,Treatment,ID,SurvivalID,NoGermDish,TotGermDish,PropGermDish,Label,PlantDate,GermDate,Censor,Census,DaysCensus,DaysToGerm
550,PAR,Vegetated,PAR-O,E,55,11,Filter,E_11,Filter_E,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
551,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
552,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
553,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
554,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
555,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
556,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed6Date,7/9/21,7/13/21,1,8/2/21,0,4
557,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed7Date,7/9/21,7/15/21,1,8/2/21,0,6
558,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed8Date,7/9/21,7/19/21,1,8/2/21,0,10
559,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed9Date,7/9/21,7/21/21,1,8/2/21,0,12
560,PAR,Roadside,PAR-R,A,56,12,Filter,A_12,Filter_A,0,10,1,Seed10Date,7/9/21,7/21/21,1,8/2/21,0,12
561,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
562,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
563,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
564,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
565,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
566,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
567,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed7Date,7/9/21,7/13/21,1,8/2/21,0,4
568,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed8Date,7/9/21,7/21/21,1,8/2/21,0,12
569,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
570,PAR,Roadside,PAR-R,B,57,12,Filter,B_12,Filter_B,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
571,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
572,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
573,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
574,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
575,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
576,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
577,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed7Date,7/9/21,7/12/21,1,8/2/21,0,3
578,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed8Date,7/9/21,7/12/21,1,8/2/21,0,3
579,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed9Date,7/9/21,7/13/21,1,8/2/21,0,4
580,PAR,Roadside,PAR-R,C,58,12,Filter,C_12,Filter_C,1,9,0.9,Seed10Date,7/9/21,,NA,8/2/21,0,0
581,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
582,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
583,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
584,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
585,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
586,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed6Date,7/9/21,7/15/21,1,8/2/21,0,6
587,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed7Date,7/9/21,7/16/21,1,8/2/21,0,7
588,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed8Date,7/9/21,7/21/21,1,8/2/21,0,12
589,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed9Date,7/9/21,7/25/21,1,8/2/21,0,16
590,PAR,Roadside,PAR-R,D,59,12,Filter,D_12,Filter_D,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
591,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
592,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
593,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
594,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed4Date,7/9/21,7/14/21,1,8/2/21,0,5
595,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed5Date,7/9/21,7/14/21,1,8/2/21,0,5
596,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed6Date,7/9/21,7/14/21,1,8/2/21,0,5
597,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed7Date,7/9/21,7/15/21,1,8/2/21,0,6
598,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed8Date,7/9/21,7/15/21,1,8/2/21,0,6
599,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed9Date,7/9/21,7/15/21,1,8/2/21,0,6
600,PAR,Roadside,PAR-R,E,60,12,Filter,E_12,Filter_E,0,10,1,Seed10Date,7/9/21,7/19/21,1,8/2/21,0,10
601,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
602,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed2Date,7/9/21,7/13/21,1,8/2/21,0,4
603,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed3Date,7/9/21,7/14/21,1,8/2/21,0,5
604,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed4Date,7/9/21,7/14/21,1,8/2/21,0,5
605,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed5Date,7/9/21,7/15/21,1,8/2/21,0,6
606,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed6Date,7/9/21,7/16/21,1,8/2/21,0,7
607,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed7Date,7/9/21,7/16/21,1,8/2/21,0,7
608,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed8Date,7/9/21,7/16/21,1,8/2/21,0,7
609,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed9Date,7/9/21,,NA,8/2/21,0,0
610,PEN,Vegetated,PEN-O,A,61,13,Filter,A_13,Filter_A,2,8,0.8,Seed10Date,7/9/21,,NA,8/2/21,0,0
611,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
612,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
613,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
614,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
615,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed5Date,7/9/21,7/13/21,1,8/2/21,0,4
616,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed6Date,7/9/21,7/16/21,1,8/2/21,0,7
617,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed7Date,7/9/21,7/22/21,1,8/2/21,0,13
618,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed8Date,7/9/21,7/29/21,1,8/2/21,0,20
619,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed9Date,7/9/21,,NA,8/2/21,0,0
620,PEN,Vegetated,PEN-O,B,62,13,Filter,B_13,Filter_B,4,6,0.6,Seed10Date,7/9/21,,NA,8/2/21,0,0
621,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
622,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
623,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
60,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
625,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
626,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed6Date,7/9/21,7/13/21,1,8/2/21,0,4
627,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed7Date,7/9/21,7/13/21,1,8/2/21,0,4
628,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed8Date,7/9/21,,NA,8/2/21,0,0
629,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed9Date,7/9/21,,NA,8/2/21,0,0
630,PEN,Vegetated,PEN-O,C,63,13,Filter,C_13,Filter_C,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
631,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
632,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
633,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
634,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
635,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed5Date,7/9/21,7/13/21,1,8/2/21,0,4
636,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed6Date,7/9/21,7/15/21,1,8/2/21,0,6
637,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed7Date,7/9/21,7/18/21,1,8/2/21,0,9
638,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed8Date,7/9/21,,NA,8/2/21,0,0
639,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed9Date,7/9/21,,NA,8/2/21,0,0
640,PEN,Vegetated,PEN-O,D,64,13,Filter,D_13,Filter_D,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
641,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
642,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
643,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
644,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
645,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed5Date,7/9/21,7/13/21,1,8/2/21,0,4
646,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed6Date,7/9/21,7/14/21,1,8/2/21,0,5
647,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed7Date,7/9/21,7/16/21,1,8/2/21,0,7
648,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed8Date,7/9/21,7/16/21,1,8/2/21,0,7
649,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed9Date,7/9/21,7/18/21,1,8/2/21,0,9
650,PEN,Vegetated,PEN-O,E,65,13,Filter,E_13,Filter_E,1,9,0.9,Seed10Date,7/9/21,,NA,8/2/21,0,0
651,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
652,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
653,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed3Date,7/9/21,7/11/21,1,8/2/21,0,2
654,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed4Date,7/9/21,7/11/21,1,8/2/21,0,2
655,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
656,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
657,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed7Date,7/9/21,7/16/21,1,8/2/21,0,7
658,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed8Date,7/9/21,7/16/21,1,8/2/21,0,7
659,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed9Date,7/9/21,7/17/21,1,8/2/21,0,8
660,PEN,Roadside,PEN-R,A,66,14,Filter,A_14,Filter_A,0,10,1,Seed10Date,7/9/21,7/19/21,1,8/2/21,0,10
661,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
662,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed2Date,7/9/21,7/11/21,1,8/2/21,0,2
663,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
664,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
665,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
666,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed6Date,7/9/21,7/12/21,1,8/2/21,0,3
667,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed7Date,7/9/21,7/12/21,1,8/2/21,0,3
668,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed8Date,7/9/21,7/19/21,1,8/2/21,0,10
669,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed9Date,7/9/21,7/21/21,1,8/2/21,0,12
670,PEN,Roadside,PEN-R,B,67,14,Filter,B_14,Filter_B,1,9,0.9,Seed10Date,7/9/21,7/24/21,1,8/2/21,0,15
671,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
672,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
673,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
674,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed4Date,7/9/21,7/15/21,1,8/2/21,0,6
675,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed5Date,7/9/21,7/15/21,1,8/2/21,0,6
676,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed6Date,7/9/21,7/15/21,1,8/2/21,0,6
677,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed7Date,7/9/21,8/1/21,1,8/2/21,0,23
678,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed8Date,7/9/21,,NA,8/2/21,0,0
679,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed9Date,7/9/21,,NA,8/2/21,0,0
680,PEN,Roadside,PEN-R,C,68,14,Filter,C_14,Filter_C,4,6,0.6,Seed10Date,7/9/21,,NA,8/2/21,0,0
681,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
682,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
683,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
684,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
685,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed5Date,7/9/21,7/12/21,1,8/2/21,0,3
686,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed6Date,7/9/21,7/14/21,1,8/2/21,0,5
687,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed7Date,7/9/21,7/20/21,1,8/2/21,0,11
688,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed8Date,7/9/21,,NA,8/2/21,0,0
689,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed9Date,7/9/21,,NA,8/2/21,0,0
690,PEN,Roadside,PEN-R,D,69,14,Filter,D_14,Filter_D,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
691,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
692,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
693,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed3Date,7/9/21,7/12/21,1,8/2/21,0,3
694,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed4Date,7/9/21,7/12/21,1,8/2/21,0,3
695,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed5Date,7/9/21,7/13/21,1,8/2/21,0,4
696,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed6Date,7/9/21,7/13/21,1,8/2/21,0,4
697,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed7Date,7/9/21,7/15/21,1,8/2/21,0,6
698,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed8Date,7/9/21,7/15/21,1,8/2/21,0,6
699,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed9Date,7/9/21,7/15/21,1,8/2/21,0,6
700,PEN,Roadside,PEN-R,E,70,14,Filter,E_14,Filter_E,0,10,1,Seed10Date,7/9/21,7/18/21,1,8/2/21,0,9
701,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
702,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed2Date,7/9/21,7/13/21,1,8/2/21,0,4
703,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed3Date,7/9/21,7/14/21,1,8/2/21,0,5
704,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed4Date,7/9/21,7/18/21,1,8/2/21,0,9
705,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed5Date,7/9/21,7/30/21,1,8/2/21,0,21
706,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed6Date,7/9/21,,NA,8/2/21,0,0
707,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed7Date,7/9/21,,NA,8/2/21,0,0
708,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed8Date,7/9/21,,NA,8/2/21,0,0
709,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed9Date,7/9/21,,NA,8/2/21,0,0
710,SSJ,Vegetated,SSJ-O,A,71,15,Filter,A_15,Filter_A,6,4,0.4,Seed10Date,7/9/21,,NA,8/2/21,0,0
711,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
712,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed2Date,7/9/21,7/14/21,1,8/2/21,0,5
713,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed3Date,7/9/21,7/15/21,1,8/2/21,0,6
714,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed4Date,7/9/21,7/18/21,1,8/2/21,0,9
715,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed5Date,7/9/21,7/20/21,1,8/2/21,0,11
716,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed6Date,7/9/21,7/21/21,1,8/2/21,0,12
717,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed7Date,7/9/21,7/23/21,1,8/2/21,0,14
718,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed8Date,7/9/21,,NA,8/2/21,0,0
719,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed9Date,7/9/21,,NA,8/2/21,0,0
720,SSJ,Vegetated,SSJ-O,B,72,15,Filter,B_15,Filter_B,4,6,0.6,Seed10Date,7/9/21,,NA,8/2/21,0,0
721,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
722,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed2Date,7/9/21,,NA,8/2/21,0,0
723,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed3Date,7/9/21,,NA,8/2/21,0,0
70,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed4Date,7/9/21,,NA,8/2/21,0,0
725,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed5Date,7/9/21,,NA,8/2/21,0,0
726,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed6Date,7/9/21,,NA,8/2/21,0,0
727,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed7Date,7/9/21,,NA,8/2/21,0,0
728,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed8Date,7/9/21,,NA,8/2/21,0,0
729,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed9Date,7/9/21,,NA,8/2/21,0,0
730,SSJ,Vegetated,SSJ-O,C,73,15,Filter,C_15,Filter_C,9,1,0.1,Seed10Date,7/9/21,,NA,8/2/21,0,0
731,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed1Date,7/9/21,7/11/21,1,8/2/21,0,2
732,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed2Date,7/9/21,7/13/21,1,8/2/21,0,4
733,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed3Date,7/9/21,7/15/21,1,8/2/21,0,6
