Pot ID,Block,Soil,Competition,Population,Site,Habitat,Biomass_date,Dittrichia_biomass,Grass_biomass,MeasurementDate_2,MeasurementDate_3,GrassHeight_cm_2,GrassHeight_cm_3,GrassGrowth,DittrichiaLLL_mm_2,DittrichiaLLL_mm_3,DittrichiaGrowth
543,7,Field Soil,Festuca,CHE-R,CHE,Roadside,12/14/22,0.0013,0.8153,9/16/21,10/17/21,43,43.2,0.2,5.05,5.27,0.22
544,8,Field Soil,Festuca,CHE-R,CHE,Roadside,12/14/22,0.0014,1.0173,9/16/21,10/17/21,52.6,46.1,-6.5,3.83,4.73,0.9
545,1,Field Soil,Festuca,GUA-V,GUA,Vegetated,12/15/22,0.0027,0.8403,9/15/21,10/15/21,55.2,62.5,7.3,5.21,10.16,4.95
546,2,Field Soil,Festuca,GUA-V,GUA,Vegetated,12/10/22,0.0035,0.5756,9/15/21,10/15/21,37.6,32.2,-5.4,7.62,12.46,4.84
547,3,Field Soil,Festuca,GUA-V,GUA,Vegetated,12/13/22,0.0039,0.6372,9/15/21,10/16/21,35.3,29.7,-5.6,7.55,8.77,1.22
548,4,Field Soil,Festuca,GUA-V,GUA,Vegetated,12/12/22,0.002,0.7921,9/16/21,10/16/21,40.3,39.2,-1.1,5.28,8.07,2.79
549,5,Field Soil,Festuca,GUA-V,GUA,Vegetated,12/11/22,0.0028,0.7887,9/16/21,10/16/21,71.5,72.4,0.9,5.69,9.81,4.12
550,6,Field Soil,Festuca,GUA-V,GUA,Vegetated,12/12/22,0.0025,0.9348,9/16/21,10/17/21,48.9,67.9,19,6.97,8.57,1.6
551,7,Field Soil,Festuca,GUA-V,GUA,Vegetated,12/14/22,0.014,0.4641,9/16/21,10/17/21,60.5,60.5,0,11.54,21.1,9.56
552,8,Field Soil,Festuca,GUA-V,GUA,Vegetated,12/14/22,0.0015,0.9206,9/16/21,10/17/21,47,46.8,-0.2,5.48,5.53,0.05
553,1,Field Soil,Festuca,GUA-R,GUA,Roadside,12/15/22,0.0016,1.0852,9/15/21,10/15/21,52.1,56.1,4,6.54,7.29,0.75
554,2,Field Soil,Festuca,GUA-R,GUA,Roadside,12/9/22,0.0102,0.6653,9/15/21,10/16/21,55.3,56.5,1.2,7.76,15.44,7.68
555,3,Field Soil,Festuca,GUA-R,GUA,Roadside,12/13/22,0.0013,0.8641,9/15/21,10/16/21,52.2,49.1,-3.1,4.37,6.66,2.29
556,4,Field Soil,Festuca,GUA-R,GUA,Roadside,12/13/22,0.0023,1.069,9/16/21,10/16/21,71.8,78,6.2,6.61,8.6,1.99
557,5,Field Soil,Festuca,GUA-R,GUA,Roadside,12/11/22,0.0011,0.9182,9/16/21,10/16/21,44.6,44,-0.6,4.22,4.79,0.57
558,6,Field Soil,Festuca,GUA-R,GUA,Roadside,12/12/22,0.0017,1.052,9/16/21,10/17/21,48.5,50.5,2,4.2,8.95,4.75
559,7,Field Soil,Festuca,GUA-R,GUA,Roadside,12/14/22,0.0014,0.6324,9/16/21,10/17/21,45.1,43.1,-2,5,7.28,2.28
560,8,Field Soil,Festuca,GUA-R,GUA,Roadside,12/11/22,0.0007,0.9558,9/16/21,10/17/21,36.2,33.3,-2.9,2.94,3.98,1.04
561,1,Field Soil,Festuca,LEX-V,LEX,Vegetated,12/16/22,0.0046,0.5023,9/14/21,10/15/21,42,46.3,4.3,8.19,13.58,5.39
562,2,Field Soil,Festuca,LEX-V,LEX,Vegetated,12/10/22,0.0021,1.1382,9/15/21,10/15/21,49,46.3,-2.7,4.22,7.76,3.54
563,3,Field Soil,Festuca,LEX-V,LEX,Vegetated,12/13/22,,0.6515,9/15/21,10/16/21,43,37.1,-5.9,,,0
564,4,Field Soil,Festuca,LEX-V,LEX,Vegetated,12/12/22,0.0059,0.8191,9/16/21,10/16/21,57.9,57.3,-0.6,5.57,10.71,5.14
565,5,Field Soil,Festuca,LEX-V,LEX,Vegetated,12/15/22,0.0027,0.8924,9/16/21,10/16/21,50.7,81.9,31.2,7.06,7.86,0.8
566,6,Field Soil,Festuca,LEX-V,LEX,Vegetated,12/12/22,0.0021,1.0102,9/16/21,10/17/21,58.5,58.3,-0.2,6.18,10.45,4.27
567,7,Field Soil,Festuca,LEX-V,LEX,Vegetated,12/14/22,0.0014,1.1932,9/16/21,10/17/21,48.5,48.5,0,4.97,5.64,0.67
568,8,Field Soil,Festuca,LEX-V,LEX,Vegetated,12/14/22,0.002,1.0721,9/16/21,10/17/21,52.6,61.1,8.5,3.29,5.81,2.52
569,1,Field Soil,Festuca,LEX-R,LEX,Roadside,12/15/22,0.0025,0.7246,9/15/21,10/15/21,43,43.9,0.9,5.39,9.92,4.53
570,2,Field Soil,Festuca,LEX-R,LEX,Roadside,12/9/22,0.0059,0.886,9/15/21,10/16/21,53.5,54.5,1,7.6,14.61,7.01
571,3,Field Soil,Festuca,LEX-R,LEX,Roadside,12/13/22,0.0029,1.0334,9/15/21,10/16/21,83.6,31.5,-52.1,6.03,11.26,5.23
572,4,Field Soil,Festuca,LEX-R,LEX,Roadside,12/13/22,0.0011,0.8341,9/16/21,10/16/21,37,35.4,-1.6,5.25,4.69,-0.56
573,5,Field Soil,Festuca,LEX-R,LEX,Roadside,12/11/22,0.0027,1.2035,9/16/21,10/16/21,54.1,51.3,-2.8,7.81,9.95,2.14
574,6,Field Soil,Festuca,LEX-R,LEX,Roadside,12/11/22,0.0003,1.2252,9/16/21,10/17/21,54.3,49.3,-5,4.4,6.66,2.26
575,7,Field Soil,Festuca,LEX-R,LEX,Roadside,12/14/22,0.0012,1.0264,9/16/21,10/17/21,49.2,49.1,-0.1,5.91,6.64,0.73
576,8,Field Soil,Festuca,LEX-R,LEX,Roadside,12/11/22,0.0016,1.2803,9/16/21,10/17/21,44.6,45.9,1.3,6.54,5.62,-0.92
577,1,Field Soil,Festuca,OAP-V,OAP,Vegetated,12/16/22,0.0212,0.9979,9/14/21,10/15/21,70.3,40.6,-29.7,7.41,22.95,15.54
578,2,Field Soil,Festuca,OAP-V,OAP,Vegetated,12/9/22,0.0025,0.9224,9/15/21,10/16/21,57.5,56.7,-0.8,7.11,8.01,0.9
579,3,Field Soil,Festuca,OAP-V,OAP,Vegetated,12/13/22,0.0204,0.6472,9/15/21,10/16/21,51.5,53.9,2.4,17.12,22.2,5.08
580,4,Field Soil,Festuca,OAP-V,OAP,Vegetated,12/12/22,0.0046,0.7924,9/16/21,10/16/21,83,83,0,7.82,10.02,2.2
581,5,Field Soil,Festuca,OAP-V,OAP,Vegetated,12/11/22,0.0022,0.8839,9/16/21,10/16/21,47.5,42.5,-5,6.55,6.28,-0.27
582,6,Field Soil,Festuca,OAP-V,OAP,Vegetated,12/11/22,0.0005,0.8229,9/16/21,10/17/21,51,47.5,-3.5,4.23,5.13,0.9
583,7,Field Soil,Festuca,OAP-V,OAP,Vegetated,12/14/22,0.0019,0.7396,9/16/21,10/17/21,36.6,39.2,2.6,3.85,3.67,-0.18
584,8,Field Soil,Festuca,OAP-V,OAP,Vegetated,12/11/22,0.0016,1.7405,9/16/21,10/17/21,76.3,75.5,-0.8,3.79,5.18,1.39
585,1,Field Soil,Festuca,OAP-R,OAP,Roadside,12/15/22,0.0016,0.774,9/15/21,10/15/21,46.1,46.2,0.1,7.98,8.45,0.47
586,2,Field Soil,Festuca,OAP-R,OAP,Roadside,12/9/22,0.0003,0.9726,9/15/21,10/16/21,62.3,67,4.7,5.08,7.04,1.96
587,3,Field Soil,Festuca,OAP-R,OAP,Roadside,12/13/22,0.0013,0.9022,9/15/21,10/16/21,45.3,44.9,-0.4,6.51,9.02,2.51
588,4,Field Soil,Festuca,OAP-R,OAP,Roadside,12/12/22,0.0029,0.8854,9/16/21,10/16/21,48.2,47.8,-0.4,8,9.77,1.77
589,5,Field Soil,Festuca,OAP-R,OAP,Roadside,12/11/22,0.0012,1.0781,9/16/21,10/16/21,43.7,43.2,-0.5,5.66,5.05,-0.61
590,6,Field Soil,Festuca,OAP-R,OAP,Roadside,12/12/22,0.0525,0.354,9/16/21,10/17/21,62.3,62.2,-0.1,12.66,38.39,25.73
591,7,Field Soil,Festuca,OAP-R,OAP,Roadside,12/14/22,0.0017,0.8965,9/16/21,10/17/21,43.9,64.9,21,6.72,6.58,-0.14
592,8,Field Soil,Festuca,OAP-R,OAP,Roadside,12/14/22,0.0003,0.7341,9/16/21,10/17/21,37.6,38.5,0.9,5.23,8.31,3.08
593,1,Field Soil,Festuca,PAR-V,PAR,Vegetated,12/16/22,0.0011,1.8682,9/14/21,10/15/21,44.8,48.5,3.7,5.25,4.43,-0.82
594,2,Field Soil,Festuca,PAR-V,PAR,Vegetated,12/9/22,0.0013,1.5175,9/15/21,10/16/21,64.9,64.3,-0.6,4.29,5.41,1.12
595,3,Field Soil,Festuca,PAR-V,PAR,Vegetated,12/13/22,0.0006,1.357,9/15/21,10/16/21,51.4,51,-0.4,4.25,4.47,0.22
596,4,Field Soil,Festuca,PAR-V,PAR,Vegetated,12/13/22,0.0018,0.5717,9/16/21,10/16/21,50.3,42.5,-7.8,6.11,6.93,0.82
597,5,Field Soil,Festuca,PAR-V,PAR,Vegetated,12/11/22,0.005,0.7895,9/16/21,10/16/21,45.6,45,-0.6,9.22,11.51,2.29
598,6,Field Soil,Festuca,PAR-V,PAR,Vegetated,12/12/22,0.0023,0.8439,9/16/21,10/17/21,45.3,44.6,-0.7,8.05,9.01,0.96
599,7,Field Soil,Festuca,PAR-V,PAR,Vegetated,12/14/22,0.0008,0.5937,9/16/21,10/17/21,39.7,49.7,10,5.18,8.46,3.28
600,8,Field Soil,Festuca,PAR-V,PAR,Vegetated,12/11/22,0.0016,1.3941,9/16/21,10/17/21,56.5,58.8,2.3,4.32,5.25,0.93
601,1,Field Soil,Festuca,PAR-R,PAR,Roadside,12/15/22,0.0021,0.963,9/15/21,10/15/21,36.2,32.5,-3.7,3.55,5.08,1.53
602,2,Field Soil,Festuca,PAR-R,PAR,Roadside,12/9/22,0.0015,1.784,9/15/21,10/16/21,49.2,45.3,-3.9,4.16,5.54,1.38
603,3,Field Soil,Festuca,PAR-R,PAR,Roadside,12/13/22,0.0034,1.0691,9/15/21,10/16/21,29.8,90.5,60.7,5.53,5.91,0.38
604,4,Field Soil,Festuca,PAR-R,PAR,Roadside,12/13/22,0.005,0.5239,9/16/21,10/16/21,44.5,57.5,13,8.72,9.94,1.22
605,5,Field Soil,Festuca,PAR-R,PAR,Roadside,12/11/22,0.0096,0.6436,9/16/21,10/16/21,64.1,28.5,-35.6,12.33,17.59,5.26
606,6,Field Soil,Festuca,PAR-R,PAR,Roadside,12/11/22,0.0094,0.4996,9/16/21,10/17/21,42.4,42,-0.4,14.8,15.12,0.32
607,7,Field Soil,Festuca,PAR-R,PAR,Roadside,12/14/22,0.0018,1.7619,9/16/21,10/17/21,57.1,49.7,-7.4,6.03,7.04,1.01
608,8,Field Soil,Festuca,PAR-R,PAR,Roadside,12/14/22,0.0047,0.8317,9/16/21,10/17/21,39.3,34.2,-5.1,7.98,7.3,-0.68
609,1,Field Soil,Festuca,PEN-V,PEN,Vegetated,12/16/22,0.0015,1.9038,9/15/21,10/15/21,49.3,48.9,-0.4,6.29,5.07,-1.22
610,2,Field Soil,Festuca,PEN-V,PEN,Vegetated,12/10/22,0.0005,1.2619,9/15/21,10/15/21,58.7,49.2,-9.5,3.51,4.85,1.34
611,3,Field Soil,Festuca,PEN-V,PEN,Vegetated,12/13/22,0.0017,1.6637,9/15/21,10/16/21,46.7,81,34.3,6.67,6.38,-0.29
612,4,Field Soil,Festuca,PEN-V,PEN,Vegetated,12/13/22,0.0021,0.6986,9/16/21,10/16/21,42,42.6,0.6,4.77,6.39,1.62
613,5,Field Soil,Festuca,PEN-V,PEN,Vegetated,12/15/22,0.0042,0.6767,9/16/21,10/16/21,40.1,40.4,0.3,9.63,10.94,1.31
614,6,Field Soil,Festuca,PEN-V,PEN,Vegetated,12/12/22,0.0012,0.886,9/16/21,10/17/21,39.6,62.2,22.6,5.2,5.41,0.21
615,7,Field Soil,Festuca,PEN-V,PEN,Vegetated,12/14/22,0.0025,1.1646,9/16/21,10/17/21,51.4,52.2,0.8,11.87,8.95,-2.92
616,8,Field Soil,Festuca,PEN-V,PEN,Vegetated,12/11/22,0.0032,0.9318,9/16/21,10/17/21,40,59.9,19.9,6.71,7.92,1.21
617,1,Field Soil,Festuca,PEN-R,PEN,Roadside,12/16/22,0.0077,1.0695,9/15/21,10/15/21,77.3,77.7,0.4,6.61,13.11,6.5
618,2,Field Soil,Festuca,PEN-R,PEN,Roadside,12/10/22,0.0006,1.0472,9/15/21,10/15/21,59.7,59.2,-0.5,3.14,5.98,2.84
619,3,Field Soil,Festuca,PEN-R,PEN,Roadside,12/13/22,0.0012,0.7818,9/15/21,10/16/21,45,45.8,0.8,7.52,8.58,1.06
620,4,Field Soil,Festuca,PEN-R,PEN,Roadside,12/12/22,0.0006,1.0015,9/16/21,10/16/21,54.9,54.6,-0.3,4.98,5.55,0.57
621,5,Field Soil,Festuca,PEN-R,PEN,Roadside,12/11/22,,0.8345,9/16/21,10/16/21,48.1,47.6,-0.5,4.83,,-4.83
622,6,Field Soil,Festuca,PEN-R,PEN,Roadside,12/12/22,0.0025,0.7765,9/16/21,10/17/21,42.1,36.6,-5.5,6.13,10.42,4.29
623,7,Field Soil,Festuca,PEN-R,PEN,Roadside,12/14/22,0.0021,1.1706,9/16/21,10/17/21,54.1,53.7,-0.4,10.75,6.35,-4.4
624,8,Field Soil,Festuca,PEN-R,PEN,Roadside,12/11/22,0.0023,0.6145,9/16/21,10/17/21,44.9,39.5,-5.4,9.73,7.95,-1.78
625,1,Field Soil,Festuca,SSJ-V,SSJ,Vegetated,12/15/22,0.0109,0.8525,9/15/21,10/15/21,74.1,72.7,-1.4,11.33,17.11,5.78
626,2,Field Soil,Festuca,SSJ-V,SSJ,Vegetated,12/9/22,0.0141,0.8104,9/15/21,10/16/21,51.8,42.2,-9.6,15.2,12.68,-2.52
627,3,Field Soil,Festuca,SSJ-V,SSJ,Vegetated,12/13/22,0.0067,1.0716,9/15/21,10/16/21,46.6,46.1,-0.5,13.48,10.37,-3.11
628,4,Field Soil,Festuca,SSJ-V,SSJ,Vegetated,12/12/22,0.0009,1.121,9/16/21,10/16/21,57.6,57,-0.6,6.33,7.94,1.61
629,5,Field Soil,Festuca,SSJ-V,SSJ,Vegetated,12/11/22,0.0009,0.9406,9/16/21,10/16/21,53.1,52.5,-0.6,5.19,7.43,2.24
630,6,Field Soil,Festuca,SSJ-V,SSJ,Vegetated,12/11/22,0.0068,0.9346,9/16/21,10/17/21,60.6,70.2,9.6,7.59,13.45,5.86
631,7,Field Soil,Festuca,SSJ-V,SSJ,Vegetated,12/14/22,0.0057,1.1611,9/16/21,10/17/21,64.4,73.7,9.3,11.35,12,0.65
632,8,Field Soil,Festuca,SSJ-V,SSJ,Vegetated,12/11/22,0.0033,0.8104,9/16/21,10/17/21,62.8,62.5,-0.3,6.18,6.73,0.55
633,1,Field Soil,Festuca,SSJ-R,SSJ,Roadside,12/15/22,0.0023,0.7302,9/15/21,10/15/21,46.4,46.2,-0.2,6.03,6.61,0.58
634,2,Field Soil,Festuca,SSJ-R,SSJ,Roadside,12/10/22,0.0251,0.2823,9/15/21,10/15/21,37.8,36.6,-1.2,19.35,22.81,3.46
635,3,Field Soil,Festuca,SSJ-R,SSJ,Roadside,12/9/22,0.01,0.2605,9/15/21,10/16/21,48.8,49.1,0.3,10.88,16.51,5.63
636,4,Field Soil,Festuca,SSJ-R,SSJ,Roadside,12/13/22,0.0051,0.3822,9/16/21,10/16/21,38.5,40.6,2.1,9.75,16.5,6.75
637,5,Field Soil,Festuca,SSJ-R,SSJ,Roadside,12/15/22,0.0011,1.8158,9/16/21,10/16/21,64.2,60.3,-3.9,4.51,4.31,-0.2
638,6,Field Soil,Festuca,SSJ-R,SSJ,Roadside,12/11/22,0.0009,1.9061,9/16/21,10/17/21,57.1,57,-0.1,4.24,5.21,0.97
639,7,Field Soil,Festuca,SSJ-R,SSJ,Roadside,12/14/22,0.0016,1.1678,9/16/21,10/17/21,50.3,47.1,-3.2,7.46,5.76,-1.7
640,8,Field Soil,Festuca,SSJ-R,SSJ,Roadside,12/11/22,0.0007,0.9072,9/16/21,10/17/21,46.2,62.2,16,5.15,4.16,-0.99
641,1,Field Soil,Bromus,BAY-V,BAY,Vegetated,12/15/22,0.0088,0.2721,9/15/21,10/15/21,29.8,31.5,1.7,8.41,13.92,5.51
642,2,Field Soil,Bromus,BAY-V,BAY,Vegetated,12/9/22,0.0105,0.2412,9/15/21,10/16/21,25.9,25.4,-0.5,9.62,18.84,9.22
643,3,Field Soil,Bromus,BAY-V,BAY,Vegetated,12/13/22,0.0009,0.2722,9/15/21,10/16/21,35.7,35.1,-0.6,5.99,8.53,2.54
644,4,Field Soil,Bromus,BAY-V,BAY,Vegetated,12/12/22,0.0023,0.2887,9/16/21,10/16/21,34.5,34,-0.5,6.47,9.19,2.72
645,5,Field Soil,Bromus,BAY-V,BAY,Vegetated,12/11/22,0.0011,0.2687,9/16/21,10/16/21,35.3,35.1,-0.2,8.12,10.95,2.83
646,6,Field Soil,Bromus,BAY-V,BAY,Vegetated,12/11/22,0.0018,0.2969,9/16/21,10/17/21,27.5,29.8,2.3,4.26,9.51,5.25
647,7,Field Soil,Bromus,BAY-V,BAY,Vegetated,12/14/22,0.0042,0.297,9/16/21,10/17/21,33.9,33.7,-0.2,8.23,12.64,4.41
648,8,Field Soil,Bromus,BAY-V,BAY,Vegetated,12/11/22,0.0063,0.2734,9/16/21,10/17/21,29.9,31.5,1.6,8.08,16.23,8.15
649,1,Field Soil,Bromus,BAY-R,BAY,Roadside,12/16/22,0.0221,0.2153,9/14/21,10/15/21,29.3,29.1,-0.2,15.63,23.45,7.82
650,2,Field Soil,Bromus,BAY-R,BAY,Roadside,12/10/22,0.0271,0.2417,9/15/21,10/15/21,30.6,29.9,-0.7,16.34,27.61,11.27
651,3,Field Soil,Bromus,BAY-R,BAY,Roadside,12/13/22,0.0167,0.2663,9/15/21,10/16/21,36.5,36.2,-0.3,13.25,21.74,8.49
652,4,Field Soil,Bromus,BAY-R,BAY,Roadside,12/12/22,0.0097,0.263,9/16/21,10/16/21,32.7,30.5,-2.2,10.95,17.09,6.14
653,5,Field Soil,Bromus,BAY-R,BAY,Roadside,12/15/22,0.0133,0.2221,9/16/21,10/16/21,33.7,33.5,-0.2,13.98,24.03,10.05
654,6,Field Soil,Bromus,BAY-R,BAY,Roadside,12/11/22,0.0054,0.2564,9/16/21,10/17/21,23.8,23.5,-0.3,7.97,14.54,6.57
655,7,Field Soil,Bromus,BAY-R,BAY,Roadside,12/14/22,0.0048,0.2023,9/16/21,10/17/21,26.6,31,4.4,7.57,14.63,7.06
656,8,Field Soil,Bromus,BAY-R,BAY,Roadside,12/11/22,0.0084,0.2203,9/16/21,10/17/21,31.6,31.4,-0.2,9.19,12.95,3.76
657,1,Field Soil,Bromus,CHE-V,CHE,Vegetated,12/15/22,0.0054,0.2476,9/15/21,10/15/21,29.5,32.1,2.6,8.46,12.23,3.77
658,2,Field Soil,Bromus,CHE-V,CHE,Vegetated,12/9/22,0.007,0.2018,9/15/21,10/16/21,27,26.5,-0.5,8.09,16.09,8
659,3,Field Soil,Bromus,CHE-V,CHE,Vegetated,12/13/22,0.0056,0.1923,9/15/21,10/16/21,36.2,35.8,-0.4,6.85,14.19,7.34
660,4,Field Soil,Bromus,CHE-V,CHE,Vegetated,12/12/22,0.0107,0.1987,9/16/21,10/16/21,30.8,30.6,-0.2,7.65,16.06,8.41
661,5,Field Soil,Bromus,CHE-V,CHE,Vegetated,12/11/22,0.0077,0.1995,9/16/21,10/16/21,36.2,35.7,-0.5,9.89,18.79,8.9
662,6,Field Soil,Bromus,CHE-V,CHE,Vegetated,12/12/22,0.0075,0.2449,9/16/21,10/17/21,29.3,30.6,1.3,10.31,16.86,6.55
663,7,Field Soil,Bromus,CHE-V,CHE,Vegetated,12/14/22,0.0117,0.2231,9/16/21,10/17/21,31.7,34,2.3,14.08,18.43,4.35
664,8,Field Soil,Bromus,CHE-V,CHE,Vegetated,12/14/22,0.0118,0.1262,9/16/21,10/17/21,27.2,27,-0.2,12.35,17.24,4.89
665,1,Field Soil,Bromus,CHE-R,CHE,Roadside,12/15/22,0.0157,0.2066,9/15/21,10/15/21,27.7,27.6,-0.1,10.98,16.64,5.66
666,2,Field Soil,Bromus,CHE-R,CHE,Roadside,12/9/22,0.0086,0.2426,9/15/21,10/16/21,30,33.2,3.2,8.14,16.33,8.19
667,3,Field Soil,Bromus,CHE-R,CHE,Roadside,12/13/22,0.0021,0.178,9/15/21,10/16/21,33.6,33.8,0.2,12.24,19.7,7.46
668,4,Field Soil,Bromus,CHE-R,CHE,Roadside,12/13/22,0.0049,0.2349,9/16/21,10/16/21,32.4,32,-0.4,6.57,11.32,4.75
669,5,Field Soil,Bromus,CHE-R,CHE,Roadside,12/15/22,0.0158,0.2173,9/16/21,10/16/21,34,33.5,-0.5,13.1,18.92,5.82
670,6,Field Soil,Bromus,CHE-R,CHE,Roadside,12/12/22,0.0079,0.3155,9/16/21,10/17/21,36,35.5,-0.5,7.41,20.56,13.15
671,7,Field Soil,Bromus,CHE-R,CHE,Roadside,12/14/22,0.0146,0.2264,9/16/21,10/17/21,33.1,33.4,0.3,10.04,21.04,11
672,8,Field Soil,Bromus,CHE-R,CHE,Roadside,12/14/22,0.0108,0.2285,9/16/21,10/17/21,28,27.2,-0.8,8.47,14.46,5.99
673,1,Field Soil,Bromus,GUA-V,GUA,Vegetated,12/16/22,0.0287,0.2087,9/14/21,10/15/21,30.7,34.7,4,20.07,28.22,8.15
674,2,Field Soil,Bromus,GUA-V,GUA,Vegetated,12/9/22,0.0351,0.1634,9/15/21,10/16/21,27,25.1,-1.9,19.92,28.82,8.9
675,3,Field Soil,Bromus,GUA-V,GUA,Vegetated,12/13/22,0.0212,0.1884,9/15/21,10/16/21,25.7,33.4,7.7,18.88,22.65,3.77
676,4,Field Soil,Bromus,GUA-V,GUA,Vegetated,12/13/22,0.025,0.1972,9/16/21,10/16/21,29.5,34.9,5.4,17.52,27.01,9.49
677,5,Field Soil,Bromus,GUA-V,GUA,Vegetated,12/15/22,0.0331,0.1802,9/16/21,10/16/21,26.4,33.4,7,18.08,28.46,10.38
678,6,Field Soil,Bromus,GUA-V,GUA,Vegetated,12/12/22,0.0289,0.2408,9/16/21,10/17/21,35.4,34.9,-0.5,17.95,27.36,9.41
679,7,Field Soil,Bromus,GUA-V,GUA,Vegetated,12/14/22,0.0153,0.275,9/16/21,10/17/21,37,42.2,5.2,12.22,21.13,8.91
680,8,Field Soil,Bromus,GUA-V,GUA,Vegetated,12/11/22,0.0179,0.2487,9/16/21,10/17/21,35.6,36.1,0.5,15.36,24.72,9.36
681,1,Field Soil,Bromus,GUA-R,GUA,Roadside,12/16/22,0.0071,0.2514,9/14/21,10/15/21,32.8,35.4,2.6,7.86,17.98,10.12
682,2,Field Soil,Bromus,GUA-R,GUA,Roadside,12/9/22,0.0036,0.2353,9/15/21,10/15/21,31.5,37.6,6.1,7.69,12.38,4.69
683,3,Field Soil,Bromus,GUA-R,GUA,Roadside,12/13/22,0.0035,0.3317,9/15/21,10/16/21,31.1,33.5,2.4,8.37,14.37,6
684,4,Field Soil,Bromus,GUA-R,GUA,Roadside,12/12/22,0.008,0.2345,9/16/21,10/16/21,32.9,31.4,-1.5,9.42,16.02,6.6
685,5,Field Soil,Bromus,GUA-R,GUA,Roadside,12/11/22,0.0045,0.2171,9/16/21,10/16/21,35.1,34.6,-0.5,8.19,13.55,5.36
686,6,Field Soil,Bromus,GUA-R,GUA,Roadside,12/12/22,0.0062,0.2485,9/16/21,10/17/21,32.4,40.3,7.9,8.37,14.47,6.1
687,7,Field Soil,Bromus,GUA-R,GUA,Roadside,12/14/22,0.0056,0.33,9/16/21,10/17/21,35.1,34.7,-0.4,9.01,15.03,6.02
688,8,Field Soil,Bromus,GUA-R,GUA,Roadside,12/14/22,0.0034,0.2742,9/16/21,10/17/21,28.8,30.6,1.8,8.15,10.62,2.47
689,1,Field Soil,Bromus,LEX-V,LEX,Vegetated,12/16/22,0.0031,0.2306,9/14/21,10/15/21,34.4,34.1,-0.3,6.87,10.72,3.85
690,2,Field Soil,Bromus,LEX-V,LEX,Vegetated,12/10/22,0.0077,0.3537,9/15/21,10/15/21,36.8,36.2,-0.6,8.35,18.63,10.28
691,3,Field Soil,Bromus,LEX-V,LEX,Vegetated,12/13/22,0.0022,0.3693,9/15/21,10/16/21,33.7,32,-1.7,6.27,10.86,4.59
692,4,Field Soil,Bromus,LEX-V,LEX,Vegetated,12/13/22,0.0038,0.4406,9/16/21,10/16/21,40.1,33.4,-6.7,6.31,10.35,4.04
693,5,Field Soil,Bromus,LEX-V,LEX,Vegetated,12/15/22,0.0027,0.4975,9/16/21,10/16/21,39.1,35.3,-3.8,6.44,11.24,4.8
694,6,Field Soil,Bromus,LEX-V,LEX,Vegetated,12/12/22,0.0056,0.3152,9/16/21,10/17/21,33,35.8,2.8,10.8,14.13,3.33
695,7,Field Soil,Bromus,LEX-V,LEX,Vegetated,12/14/22,0.0029,0.4181,9/16/21,10/17/21,38.5,36.1,-2.4,5.68,11.53,5.85
696,8,Field Soil,Bromus,LEX-V,LEX,Vegetated,12/11/22,0.0023,0.4342,9/16/21,10/17/21,38.7,38.1,-0.6,4.83,6.97,2.14
697,1,Field Soil,Bromus,LEX-R,LEX,Roadside,12/15/22,0.0106,0.3139,9/15/21,10/15/21,29.2,33.4,4.2,10.98,19.51,8.53
698,2,Field Soil,Bromus,LEX-R,LEX,Roadside,12/10/22,0.0092,0.3899,9/15/21,10/15/21,31.1,36.3,5.2,10.78,16.28,5.5
699,3,Field Soil,Bromus,LEX-R,LEX,Roadside,12/13/22,0.005,0.4419,9/15/21,10/16/21,40.5,40,-0.5,7.37,13.01,5.64
700,4,Field Soil,Bromus,LEX-R,LEX,Roadside,12/12/22,0.0049,0.7193,9/16/21,10/16/21,42.2,41.6,-0.6,11.25,14.24,2.99
701,5,Field Soil,Bromus,LEX-R,LEX,Roadside,12/11/22,0.006,0.4397,9/16/21,10/16/21,36.9,34.7,-2.2,10.16,10.75,0.59
702,6,Field Soil,Bromus,LEX-R,LEX,Roadside,12/11/22,0.0114,0.4089,9/16/21,10/17/21,33.9,33.3,-0.6,8.15,7.81,-0.34
703,7,Field Soil,Bromus,LEX-R,LEX,Roadside,12/14/22,0.0069,0.3711,9/16/21,10/17/21,33.2,35.8,2.6,12.15,13.73,1.58
704,8,Field Soil,Bromus,LEX-R,LEX,Roadside,12/14/22,0.0061,0.3354,9/16/21,10/17/21,31.9,31.6,-0.3,8.95,9.51,0.56
705,1,Field Soil,Bromus,OAP-V,OAP,Vegetated,12/15/22,0.0156,0.2641,9/15/21,10/15/21,28.6,28.4,-0.2,13.07,17.32,4.25
706,2,Field Soil,Bromus,OAP-V,OAP,Vegetated,12/9/22,0.0064,0.4565,9/15/21,10/15/21,35.9,33.4,-2.5,11.12,15.7,4.58
707,3,Field Soil,Bromus,OAP-V,OAP,Vegetated,12/13/22,0.0097,0.3917,9/15/21,10/16/21,41.5,36.7,-4.8,11.09,18.13,7.04
708,4,Field Soil,Bromus,OAP-V,OAP,Vegetated,12/13/22,0.0066,0.4514,9/16/21,10/16/21,42.8,42.4,-0.4,10.99,13.39,2.4
709,5,Field Soil,Bromus,OAP-V,OAP,Vegetated,12/15/22,0.0065,0.4538,9/16/21,10/16/21,36.5,37.3,0.8,9.64,10.81,1.17
710,6,Field Soil,Bromus,OAP-V,OAP,Vegetated,12/12/22,0.0051,0.4727,9/16/21,10/17/21,38.9,36.1,-2.8,7.31,13.5,6.19
