Block,Plot,Flag,Pos,Flag_Pos,Population,Site,Habitat,Treatment,PlantDate,LeafMeas1,LeafMeas2,Growth,MortDate,DeathBy,MortBinaryCont,MortBinaryNom,Censor,DaysMort,Census,DaysCensus,NumDaysAlive,HarvDate,BudDate,Repro,DaysBud,NumBuds,FlowerDate,NumFlower,Height,Biomass,Biomass date,Notes
F,1,F1,15,F1_15,CHE-R,CHE,Roadside,Biomass Removal,2/27/21,11.14,40,28.86,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,48.5,10.664,9/22/21,
F,1,F1,16,F1_16,PAR-O,PAR,Off-road,Biomass Removal,2/27/21,17.71,53,35.29,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,66.3,32.805,9/22/21,
F,2,F2,1,F2_01,PAR-O,PAR,Off-road,Control,3/1/21,25,34,9,,,1,1,1,-44256,11/15/21,259,259,9/24/21,9/24/21,1,207,,,,19.2,0.441,9/27/21,
F,2,F2,2,F2_02,BAY-O,BAY,Off-road,Control,3/9/21,22,,-22,5/21/21,,0,0,0,73,11/15/21,251,73,,,0, ,,,,,,,
F,2,F2,3,F2_03,OAP-R,OAP,Roadside,Control,2/27/21,21.12,,-21.12,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
F,2,F2,4,F2_04,LEX-O,LEX,Off-road,Control,2/27/21,14.45,,-14.45,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
F,2,F2,5,F2_05,LEX-R,LEX,Roadside,Control,3/9/21,32,26,-6,,,1,1,1,-44264,11/15/21,251,251,7/2/21,7/2/21,1,115,,,,6.8,0.034,9/8/21,
F,2,F2,6,F2_06,SSJ-O,SSJ,Off-road,Control,2/27/21,18.43,,-18.43,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
F,2,F2,7,F2_07,BAY-R,BAY,Roadside,Control,3/9/21,22,,-22,5/21/21,,0,0,0,73,11/15/21,251,73,,,0, ,,,,,,,
F,2,F2,8,F2_08,PEN-O,PEN,Off-road,Control,3/9/21,19,23,4,7/23/21,,0,0,0,136,11/15/21,251,136,7/23/21,,0, ,,,,5.3,0.103,9/7/21,
F,2,F2,9,F2_09,PEN-R,PEN,Roadside,Control,3/9/21,25,21,-4,,,1,1,1,-44264,11/15/21,251,251,10/1/21,10/1/21,1,206,,,,11.2,0.199,10/4/21,
F,2,F2,10,F2_10,GUA-O,GUA,Off-road,Control,2/27/21,19.53,,-19.53,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
F,2,F2,11,F2_11,CHE-O,CHE,Off-road,Control,2/27/21,22.64,,-22.64,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
F,2,F2,12,F2_12,SSJ-R,SSJ,Roadside,Control,2/27/21,13.97,26,12.03,,,1,1,1,-44254,11/15/21,261,261,10/8/21,10/8/21,1,223,,,,12.6,0.215,10/13/21,
F,2,F2,13,F2_13,OAP-O,OAP,Off-road,Control,2/27/21,11.19,26,14.81,,,1,1,1,-44254,11/15/21,261,261,10/1/21,10/1/21,1,216,,,,8.3,0.201,10/4/21,
F,2,F2,14,F2_14,PAR-R,PAR,Roadside,Control,2/27/21,15.31,16,0.69,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
F,2,F2,15,F2_15,GUA-R,GUA,Roadside,Control,2/27/21,20.87,15,-5.87,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
F,2,F2,16,F2_16,CHE-R,CHE,Roadside,Control,2/27/21,20.16,,-20.16,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
F,3,F3,1,F3_01,PEN-R,PEN,Roadside,Hemizonia,3/16/21,25,18,-7,6/18/21,,0,0,0,94,11/15/21,244,94,,,0, ,,,,,,,
F,3,F3,2,F3_02,CHE-O,CHE,Off-road,Hemizonia,2/27/21,28.02,11,-17.02,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
F,3,F3,3,F3_03,LEX-R,LEX,Roadside,Hemizonia,3/1/21,22,29,7,7/2/21,,0,0,0,123,11/15/21,259,123,7/2/21,,0, ,,,,4,0.097,9/9/21,
F,3,F3,4,F3_04,PAR-O,PAR,Off-road,Hemizonia,3/16/21,26,21,-5,7/2/21,,0,0,0,108,11/15/21,244,108,7/2/21,,0, ,,,,4,0.01,9/8/21,
F,3,F3,5,F3_05,PEN-O,PEN,Off-road,Hemizonia,2/27/21,19,35,16,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,11.1,0.313,9/7/21,
F,3,F3,6,F3_06,SSJ-O,SSJ,Off-road,Hemizonia,3/1/21,20,36,16,,,1,1,1,-44256,11/15/21,259,259,9/24/21,9/24/21,1,207,,,,18,0.6,9/27/21,
F,3,F3,7,F3_07,OAP-R,OAP,Roadside,Hemizonia,2/27/21,14.01,14,-0.01,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
F,3,F3,8,F3_08,SSJ-R,SSJ,Roadside,Hemizonia,3/16/21,32,21,-11,6/11/21,,0,0,0,87,11/15/21,244,87,,,0, ,,,,,,,
F,3,F3,9,F3_09,PAR-R,PAR,Roadside,Hemizonia,2/27/21,26.57,22,-4.57,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
F,3,F3,10,F3_10,CHE-R,CHE,Roadside,Hemizonia,3/16/21,24,21,-3,7/2/21,,0,0,0,108,11/15/21,244,108,,,0, ,,,,,,,
F,3,F3,11,F3_11,LEX-O,LEX,Off-road,Hemizonia,2/27/21,25.87,12,-13.87,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
F,3,F3,12,F3_12,GUA-R,GUA,Roadside,Hemizonia,3/9/21,37,26,-11,7/9/21,,0,0,0,122,11/15/21,251,122,7/9/21,,0, ,,,,3.9,0.04,9/8/21,
F,3,F3,13,F3_13,GUA-O,GUA,Off-road,Hemizonia,3/9/21,18,22,4,7/9/21,,0,0,0,122,11/15/21,251,122,7/9/21,,0, ,,,,4.1,0.023,9/8/21,
F,3,F3,14,F3_14,OAP-O,OAP,Off-road,Hemizonia,2/27/21,22,24,2,,,1,1,1,-44254,11/15/21,261,261,11/3/21,11/3/21,1,249,,,,6.5,0.12,12/1/21,
F,3,F3,15,F3_15,BAY-R,BAY,Roadside,Hemizonia,3/1/21,19,26,7,,,1,1,1,-44256,11/15/21,259,259,7/2/21,7/2/21,1,123,,,,10.3,0.291,9/8/21,
F,3,F3,16,F3_16,BAY-O,BAY,Off-road,Hemizonia,2/27/21,23.78,27,3.22,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,3.7,0.136,9/8/21,
F,4,F4,1,F4_01,LEX-O,LEX,Off-road,Raking + Clipping,2/27/21,24.98,25,0.02,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,10.9,0.163,9/8/21,
F,4,F4,2,F4_02,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/21,13.18,24,10.82,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/25/21,1,118,5,,,7.3,0.048,9/8/21,
F,4,F4,3,F4_03,GUA-R,GUA,Roadside,Raking + Clipping,2/27/21,19.57,,-19.57,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
F,4,F4,4,F4_04,PAR-R,PAR,Roadside,Raking + Clipping,2/27/21,24.7,11,-13.7,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
F,4,F4,5,F4_05,LEX-R,LEX,Roadside,Raking + Clipping,3/24/21,25,24,-1,6/11/21,,0,0,0,79,11/15/21,236,79,,,0, ,,,,,,,
F,4,F4,6,F4_06,PAR-O,PAR,Off-road,Raking + Clipping,2/27/21,15.54,28,12.46,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/25/21,1,118,9,,,12.4,0.215,9/8/21,
F,4,F4,7,F4_07,BAY-R,BAY,Roadside,Raking + Clipping,2/27/21,29.45,19,-10.45,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
F,4,F4,8,F4_08,BAY-O,BAY,Off-road,Raking + Clipping,2/27/21,9.17,,-9.17,3/29/21,,0,0,0,30,11/15/21,261,30,,,0, ,,,,,,,
F,4,F4,9,F4_09,CHE-R,CHE,Roadside,Raking + Clipping,2/27/21,15.44,19,3.56,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
F,4,F4,10,F4_10,OAP-O,OAP,Off-road,Raking + Clipping,2/27/21,12.57,30,17.43,,,1,1,1,-44254,11/15/21,261,261,7/2/21,7/2/21,1,125,,,,7.9,0.086,9/8/21,
F,4,F4,11,F4_11,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/21,20.93,24,3.07,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
F,4,F4,12,F4_12,CHE-O,CHE,Off-road,Raking + Clipping,2/27/21,25.25,20,-5.25,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,5.4,0.033,9/8/21,
F,4,F4,13,F4_13,PEN-R,PEN,Roadside,Raking + Clipping,2/27/21,20.46,,-20.46,4/24/21,Squirrel,0,0,0,56,11/15/21,261,56,,,0, ,,,,,,,Dead due to squirrel
F,4,F4,14,F4_14,PEN-O,PEN,Off-road,Raking + Clipping,3/24/21,11,,-11,4/30/21,Squirrel,0,0,0,37,11/15/21,236,37,,,0, ,,,,,,,
F,4,F4,15,F4_15,GUA-O,GUA,Off-road,Raking + Clipping,2/27/21,21.76,30,8.24,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,7.4,0.105,9/9/21,
F,4,F4,16,F4_16,OAP-R,OAP,Roadside,Raking + Clipping,2/27/21,16.74,14,-2.74,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
F,5,F5,1,F5_01,LEX-R,LEX,Roadside,Raking,2/27/21,23,30,7,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,6.1,0.073,9/3/21,
F,5,F5,2,F5_02,LEX-O,LEX,Off-road,Raking,2/27/21,22.68,,-22.68,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
F,5,F5,3,F5_03,SSJ-O,SSJ,Off-road,Raking,2/27/21,20.19,10,-10.19,,,1,1,1,-44254,11/15/21,261,261,7/2/21,,0, ,,7/2/21,,4,0.012,9/29/21,
F,5,F5,4,F5_04,PEN-R,PEN,Roadside,Raking,2/27/21,11.38,10,-1.38,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
F,5,F5,5,F5_05,CHE-R,CHE,Roadside,Raking,2/27/21,11.35,,-11.35,4/5/21,,0,0,0,37,11/15/21,261,37,,,0, ,,,,,,,
F,5,F5,6,F5_06,PAR-R,PAR,Roadside,Raking,2/27/21,26,20,-6,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
F,5,F5,7,F5_07,GUA-O,GUA,Off-road,Raking,2/27/21,7.12,10,2.88,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
F,5,F5,8,F5_08,PAR-O,PAR,Off-road,Raking,2/27/21,8.13,9,0.87,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
F,5,F5,9,F5_09,OAP-R,OAP,Roadside,Raking,2/27/21,13.05,12,-1.05,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,4.4,0.019,9/29/21,
F,5,F5,10,F5_10,BAY-R,BAY,Roadside,Raking,2/27/21,13.21,19,5.79,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
F,5,F5,11,F5_11,SSJ-R,SSJ,Roadside,Raking,3/1/21,16,29,13,7/30/21,,0,0,0,151,11/15/21,259,151,7/30/21,,0, ,,,,3.9,0.042,9/8/21,
F,5,F5,12,F5_12,GUA-R,GUA,Roadside,Raking,2/27/21,12.16,15,2.84,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
F,5,F5,13,F5_13,PEN-O,PEN,Off-road,Raking,2/27/21,18.37,11,-7.37,5/28/21,,0,0,0,90,11/15/21,261,90,,,0, ,,,,,,,
F,5,F5,14,F5_14,BAY-O,BAY,Off-road,Raking,3/9/21,28,20,-8,6/18/21,,0,0,0,101,11/15/21,251,101,,,0, ,,,,,,,
F,5,F5,15,F5_15,CHE-O,CHE,Off-road,Raking,2/27/21,8.88,15,6.12,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,3.5,0.038,9/29/21,
F,5,F5,16,F5_16,OAP-O,OAP,Off-road,Raking,2/27/21,21.95,21,-0.95,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
G,1,G1,1,G1_01,CHE-O,CHE,Off-road,Biomass Removal,3/16/21,26,25,-1,,,1,1,1,-44271,11/15/21,244,244,9/10/21,9/10/21,1,178,,,,33.7,2.332,9/20/21,
G,1,G1,2,G1_02,LEX-O,LEX,Off-road,Biomass Removal,3/9/21,21,,-21,3/29/21,,0,0,0,20,11/15/21,251,20,,,0, ,,,,,,,
G,1,G1,3,G1_03,BAY-O,BAY,Off-road,Biomass Removal,2/27/21,18.85,52,33.15,,,1,1,1,-44254,11/15/21,261,261,9/3/21,9/3/21,1,188,,,,45.4,9.783,9/8/21,
G,1,G1,4,G1_04,LEX-R,LEX,Roadside,Biomass Removal,2/27/21,8.02,51,42.98,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,45.8,5.368,9/13/21,
G,1,G1,5,G1_05,PEN-O,PEN,Off-road,Biomass Removal,2/27/21,22.55,28,5.45,,,1,1,1,-44254,11/15/21,261,261,9/3/21,9/3/21,1,188,,,,36,1.894,9/28/21,
G,1,G1,6,G1_06,GUA-O,GUA,Off-road,Biomass Removal,2/27/21,5.45,50,44.55,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,29.4,2.58,9/28/21,
G,1,G1,7,G1_07,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/21,25.23,15,-10.23,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,11.6,0.269,9/28/21,
G,1,G1,8,G1_08,BAY-R,BAY,Roadside,Biomass Removal,3/9/21,20,36,16,,,1,1,1,-44264,11/15/21,251,251,9/10/21,9/10/21,1,185,,,,45.2,6.634,9/22/21,
G,1,G1,9,G1_09,SSJ-O,SSJ,Off-road,Biomass Removal,2/27/21,14.6,53,38.4,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,67.2,9.59,9/22/21,
G,1,G1,10,G1_10,GUA-R,GUA,Roadside,Biomass Removal,2/27/21,11.99,50,38.01,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,37.8,3.618,9/14/21,
G,1,G1,11,G1_11,OAP-O,OAP,Off-road,Biomass Removal,2/27/21,18.09,45,26.91,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,33.5,1.842,9/28/21,
G,1,G1,12,G1_12,OAP-R,OAP,Roadside,Biomass Removal,2/27/21,14.69,53,38.31,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,40.5,4.572,9/20/21,
G,1,G1,13,G1_13,PAR-O,PAR,Off-road,Biomass Removal,3/16/21,23,52,29,,,1,1,1,-44271,11/15/21,244,244,9/3/21,9/3/21,1,171,,,,51.5,15.704,9/20/21,
G,1,G1,14,G1_14,CHE-R,CHE,Roadside,Biomass Removal,2/27/21,12.55,52,39.45,9/10/21,,0,0,0,195,11/15/21,261,195,,,0, ,,,,,,,no body
G,1,G1,15,G1_15,PAR-R,PAR,Roadside,Biomass Removal,2/27/21,18.3,60,41.7,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,52,7.75,9/13/21,
G,1,G1,16,G1_16,PEN-R,PEN,Roadside,Biomass Removal,3/1/21,13,61,48,,,1,1,1,-44256,11/15/21,259,259,9/10/21,9/10/21,1,193,,,,36.6,3.601,9/14/21,
G,2,G2,1,G2_01,GUA-R,GUA,Roadside,Raking,2/27/21,21.64,30,8.36,6/25/21,Squirrel,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,3.5,0.061,9/9/21,
G,2,G2,2,G2_02,LEX-R,LEX,Roadside,Raking,2/27/21,11.65,11,-0.65,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,2,G2,3,G2_03,SSJ-O,SSJ,Off-road,Raking,2/27/21,17.72,19,1.28,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,2,G2,4,G2_04,CHE-O,CHE,Off-road,Raking,2/27/21,18.65,34,15.35,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,17.5,0.462,9/28/21,
G,2,G2,5,G2_05,PAR-R,PAR,Roadside,Raking,2/27/21,13.41,31,17.59,7/30/21,,0,0,0,153,11/15/21,261,153,7/30/21,,0, ,,,,4.5,0.098,9/8/21,
G,2,G2,6,G2_06,CHE-R,CHE,Roadside,Raking,2/27/21,26.35,18,-8.35,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
G,2,G2,7,G2_07,BAY-O,BAY,Off-road,Raking,2/27/21,17.58,22,4.42,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,2.8,0.093,9/29/21,
G,2,G2,8,G2_08,OAP-O,OAP,Off-road,Raking,2/27/21,12.32,21,8.68,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,2.3,0.047,9/9/21,
G,2,G2,9,G2_09,PEN-O,PEN,Off-road,Raking,2/27/21,21.94,17,-4.94,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,4.6,0.098,9/3/21,
G,2,G2,10,G2_10,SSJ-R,SSJ,Roadside,Raking,2/27/21,11.91,,-11.91,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
G,2,G2,11,G2_11,BAY-R,BAY,Roadside,Raking,2/27/21,24.15,25,0.85,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,3.9,0.124,9/29/21,
G,2,G2,12,G2_12,PEN-R,PEN,Roadside,Raking,2/27/21,12.34,6,-6.34,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,2,G2,13,G2_13,GUA-O,GUA,Off-road,Raking,2/27/21,23.98,19,-4.98,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
G,2,G2,14,G2_14,PAR-O,PAR,Off-road,Raking,2/27/21,12.94,30,17.06,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,3.4,0.094,9/8/21,
G,2,G2,15,G2_15,OAP-R,OAP,Roadside,Raking,2/27/21,20.35,30,9.65,,,1,1,1,-44254,11/15/21,261,261,10/8/21,10/8/21,1,223,,,,21.6,0.388,10/13/21,
G,2,G2,16,G2_16,LEX-O,LEX,Off-road,Raking,2/27/21,20.29,38,17.71,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,7,0.191,9/3/21,
G,3,G3,1,G3_01,BAY-O,BAY,Off-road,Control,2/27/21,24.14,24,-0.14,6/11/21,,0,0,0,104,11/15/21,261,104,7/2/21,,0, ,,,,2.5,0.026,9/9/21,"initially the harvest date and height were given to G3_02, but when resurveyd by MKM on 7/9/21, the plant G3_02 was alive and G2_01 was dead. probably was mislabeled."
G,3,G3,2,G3_02,PAR-R,PAR,Roadside,Control,2/27/21,19.49,18,-1.49,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,3.5,0.05,9/29/21,
G,3,G3,3,G3_03,GUA-R,GUA,Roadside,Control,2/27/21,22.83,22,-0.83,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,6.7,0.085,9/29/21,
G,3,G3,4,G3_04,PEN-R,PEN,Roadside,Control,2/27/21,21.05,23,1.95,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,5.2,0.094,9/8/21,
G,3,G3,5,G3_05,SSJ-O,SSJ,Off-road,Control,2/27/21,20.47,15,-5.47,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,3,G3,6,G3_06,LEX-O,LEX,Off-road,Control,2/27/21,13.44,4,-9.44,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,3,G3,7,G3_07,GUA-O,GUA,Off-road,Control,2/27/21,20.7,11,-9.7,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,3,G3,8,G3_08,CHE-R,CHE,Roadside,Control,2/27/21,18.17,20,1.83,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
G,3,G3,9,G3_09,SSJ-R,SSJ,Roadside,Control,2/27/21,17.26,7,-10.26,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,3,G3,10,G3_10,BAY-R,BAY,Roadside,Control,3/16/21,25,29,4,7/2/21,,0,0,0,108,11/15/21,244,108,7/2/21,,0, ,,,,6.5,0.09,9/8/21,
G,3,G3,11,G3_11,LEX-R,LEX,Roadside,Control,2/27/21,21.25,25,3.75,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,4.5,0.116,9/3/21,
G,3,G3,12,G3_12,PEN-O,PEN,Off-road,Control,2/27/21,13.5,12,-1.5,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
G,3,G3,13,G3_13,PAR-O,PAR,Off-road,Control,2/27/21,11.87,18,6.13,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
G,3,G3,14,G3_14,CHE-O,CHE,Off-road,Control,2/27/21,14.21,19,4.79,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,3,G3,15,G3_15,OAP-R,OAP,Roadside,Control,2/27/21,18.17,23,4.83,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,3,G3,16,G3_16,OAP-O,OAP,Off-road,Control,2/27/21,18.24,39,20.76,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,25.8,0.663,9/28/21,
G,4,G4,1,G4_01,GUA-O,GUA,Off-road,Hemizonia,2/27/21,18.94,,-18.94,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
G,4,G4,2,G4_02,CHE-R,CHE,Roadside,Hemizonia,2/27/21,21.36,,-21.36,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
G,4,G4,3,G4_03,PAR-R,PAR,Roadside,Hemizonia,2/27/21,10.86,15,4.14,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
G,4,G4,4,G4_04,SSJ-R,SSJ,Roadside,Hemizonia,2/27/21,22.01,26,3.99,,,1,1,1,-44254,11/15/21,261,261,9/10/21,,0, ,,9/10/21,,14.8,0.352,9/20/21,
G,4,G4,5,G4_05,SSJ-O,SSJ,Off-road,Hemizonia,2/27/21,19.94,28,8.06,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,27.1,0.626,9/27/21,
G,4,G4,6,G4_06,OAP-R,OAP,Roadside,Hemizonia,2/27/21,21.26,35,13.74,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,16.8,0.335,9/28/21,
G,4,G4,7,G4_07,LEX-O,LEX,Off-road,Hemizonia,2/27/21,14,22,8,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,12.5,0.18,9/28/21,
G,4,G4,8,G4_08,CHE-O,CHE,Off-road,Hemizonia,2/27/21,18.68,15,-3.68,6/18/21,,0,0,0,111,11/15/21,261,111,7/2/21,,0, ,,,,2.4,0.045,9/8/21,
G,4,G4,9,G4_09,GUA-R,GUA,Roadside,Hemizonia,2/27/21,11.38,16,4.62,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,3.9,0.017,9/8/21,
G,4,G4,10,G4_10,BAY-O,BAY,Off-road,Hemizonia,3/16/21,20,21,1,,,1,1,1,-44271,11/15/21,244,244,9/10/21,9/10/21,1,178,,,,11.7,0.234,9/28/21,
G,4,G4,11,G4_11,LEX-R,LEX,Roadside,Hemizonia,2/27/21,15.84,11,-4.84,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,4,G4,12,G4_12,PEN-O,PEN,Off-road,Hemizonia,2/27/21,7.86,,-7.86,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
G,4,G4,13,G4_13,OAP-O,OAP,Off-road,Hemizonia,2/27/21,15.8,25,9.2,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,2.9,0.055,9/28/21,
G,4,G4,14,G4_14,PEN-R,PEN,Roadside,Hemizonia,2/27/21,11.56,23,11.44,,,1,1,1,-44254,11/15/21,261,261,10/1/21,10/1/21,1,216,,,,6.7,0.108,10/4/21,
G,4,G4,15,G4_15,PAR-O,PAR,Off-road,Hemizonia,2/27/21,5.68,,-5.68,5/21/21,,0,0,0,83,11/15/21,261,83,,,0, ,,,,,,,
G,4,G4,16,G4_16,BAY-R,BAY,Roadside,Hemizonia,2/27/21,20.44,19,-1.44,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,12,0.171,9/28/21,
G,5,G5,1,G5_01,LEX-O,LEX,Off-road,Raking + Clipping,2/27/21,27.18,21,-6.18,,,1,1,1,-44254,11/15/21,261,261,7/2/21,6/4/21,1,97,12,,,8,0.108,9/7/21,
G,5,G5,2,G5_02,BAY-O,BAY,Off-road,Raking + Clipping,2/27/21,11.91,21,9.09,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,18.5,0.606,9/20/21,
G,5,G5,3,G5_03,LEX-R,LEX,Roadside,Raking + Clipping,2/27/21,14.34,19,4.66,,,1,1,1,-44254,11/15/21,261,261,9/17/21,9/17/21,1,202,,,,21.7,0.612,9/22/21,
G,5,G5,4,G5_04,BAY-R,BAY,Roadside,Raking + Clipping,2/27/21,23.89,42,18.11,8/19/21,Squirrel,0,0,0,173,11/15/21,261,173,9/19/21,,0, ,,,,15.1,0.478,9/8/21,
G,5,G5,5,G5_05,OAP-O,OAP,Off-road,Raking + Clipping,2/27/21,16.45,22,5.55,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,19.7,0.561,9/28/21,
G,5,G5,6,G5_06,GUA-O,GUA,Off-road,Raking + Clipping,2/27/21,12.78,10,-2.78,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,3.4,0.032,9/7/21,
G,5,G5,7,G5_07,SSJ-R,SSJ,Roadside,Raking + Clipping,3/9/21,30,25,-5,7/2/21,,0,0,0,115,11/15/21,251,115,7/2/21,,0, ,,,,4.2,0.057,9/7/21,
G,5,G5,8,G5_08,CHE-R,CHE,Roadside,Raking + Clipping,2/27/21,21.38,23,1.62,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,3.6,0.053,9/8/21,
G,5,G5,9,G5_09,OAP-R,OAP,Roadside,Raking + Clipping,2/27/21,23.71,20,-3.71,6/18/21,,0,0,0,111,11/15/21,261,111,,6/4/21,1,97,4,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
