Block,Plot,Flag,Pos,Flag_Pos,Source,Pop,Type,Trt,PlantDate,LeafMeas1,LeafMeas2,MortDate,DeathBy,MortBinaryCont,MortBinaryNom,Censor,DaysMort,Census,DaysCensus,NumDaysAlive,HarvDate,BudDate,Repro,DaysBud,NumBuds,FlowerDate,NumFlower,Height,Biomass,Biomass date,Notes
F,1,F1,12,F1_12,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/2021,16.03,43,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,73.5,39.737,9/20/2021,
F,1,F1,13,F1_13,LEX-R,LEX,Roadside,Biomass Removal,3/12/2021,28,49,,,1,1,1,-44267,11/15/2021,248,248,9/10/2021,,0, ,,9/10/2021,,55.5,30.203,9/20/2021,
F,1,F1,14,F1_14,GUA-R,GUA,Roadside,Biomass Removal,2/27/2021,19.32,59,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,60.9,23.736,9/20/2021,
F,1,F1,15,F1_15,CHE-R,CHE,Roadside,Biomass Removal,2/27/2021,11.14,40,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,48.5,10.664,9/22/2021,
F,1,F1,16,F1_16,PAR-O,PAR,Off-road,Biomass Removal,2/27/2021,17.71,53,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,66.3,32.805,9/22/2021,
F,2,F2,01,F2_01,PAR-O,PAR,Off-road,Control,3/1/2021,25,34,,,1,1,1,-44256,11/15/2021,259,259,9/24/2021,9/24/2021,1,207,,,,19.2,0.441,9/27/2021,
F,2,F2,02,F2_02,BAY-O,BAY,Off-road,Control,3/9/2021,22,,5/21/2021,,0,0,0,73,11/15/2021,251,73,,,0, ,,,,,,,
F,2,F2,03,F2_03,OAP-R,OAP,Roadside,Control,2/27/2021,21.12,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
F,2,F2,04,F2_04,LEX-O,LEX,Off-road,Control,2/27/2021,14.45,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
F,2,F2,05,F2_05,LEX-R,LEX,Roadside,Control,3/9/2021,32,26,,,1,1,1,-44264,11/15/2021,251,251,7/2/2021,7/2/2021,1,115,,,,6.8,0.034,9/8/2021,
F,2,F2,06,F2_06,SSJ-O,SSJ,Off-road,Control,2/27/2021,18.43,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
F,2,F2,07,F2_07,BAY-R,BAY,Roadside,Control,3/9/2021,22,,5/21/2021,,0,0,0,73,11/15/2021,251,73,,,0, ,,,,,,,
F,2,F2,08,F2_08,PEN-O,PEN,Off-road,Control,3/9/2021,19,23,7/23/2021,,0,0,0,136,11/15/2021,251,136,7/23/2021,,0, ,,,,5.3,0.103,9/7/2021,
F,2,F2,09,F2_09,PEN-R,PEN,Roadside,Control,3/9/2021,25,21,,,1,1,1,-44264,11/15/2021,251,251,10/1/2021,10/1/2021,1,206,,,,11.2,0.199,10/4/2021,
F,2,F2,10,F2_10,GUA-O,GUA,Off-road,Control,2/27/2021,19.53,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
F,2,F2,11,F2_11,CHE-O,CHE,Off-road,Control,2/27/2021,22.64,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
F,2,F2,12,F2_12,SSJ-R,SSJ,Roadside,Control,2/27/2021,13.97,26,,,1,1,1,-44254,11/15/2021,261,261,10/8/2021,10/8/2021,1,223,,,,12.6,0.215,10/13/2021,
F,2,F2,13,F2_13,OAP-O,OAP,Off-road,Control,2/27/2021,11.19,26,,,1,1,1,-44254,11/15/2021,261,261,10/1/2021,10/1/2021,1,216,,,,8.3,0.201,10/4/2021,
F,2,F2,14,F2_14,PAR-R,PAR,Roadside,Control,2/27/2021,15.31,16,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
F,2,F2,15,F2_15,GUA-R,GUA,Roadside,Control,2/27/2021,20.87,15,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
F,2,F2,16,F2_16,CHE-R,CHE,Roadside,Control,2/27/2021,20.16,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
F,3,F3,01,F3_01,PEN-R,PEN,Roadside,+Hemizonia,3/16/2021,25,18,6/18/2021,,0,0,0,94,11/15/2021,244,94,,,0, ,,,,,,,
F,3,F3,02,F3_02,CHE-O,CHE,Off-road,+Hemizonia,2/27/2021,28.02,11,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
F,3,F3,03,F3_03,LEX-R,LEX,Roadside,+Hemizonia,3/1/2021,22,29,7/2/2021,,0,0,0,123,11/15/2021,259,123,7/2/2021,,0, ,,,,4.0,0.097,9/9/2021,
F,3,F3,04,F3_04,PAR-O,PAR,Off-road,+Hemizonia,3/16/2021,26,21,7/2/2021,,0,0,0,108,11/15/2021,244,108,7/2/2021,,0, ,,,,4.0,0.010,9/8/2021,
F,3,F3,05,F3_05,PEN-O,PEN,Off-road,+Hemizonia,2/27/2021,19,35,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,11.1,0.313,9/7/2021,
F,3,F3,06,F3_06,SSJ-O,SSJ,Off-road,+Hemizonia,3/1/2021,20,36,,,1,1,1,-44256,11/15/2021,259,259,9/24/2021,9/24/2021,1,207,,,,18.0,0.600,9/27/2021,
F,3,F3,07,F3_07,OAP-R,OAP,Roadside,+Hemizonia,2/27/2021,14.01,1/13/1900,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
F,3,F3,08,F3_08,SSJ-R,SSJ,Roadside,+Hemizonia,3/16/2021,32,21,6/11/2021,,0,0,0,87,11/15/2021,244,87,,,0, ,,,,,,,
F,3,F3,09,F3_09,PAR-R,PAR,Roadside,+Hemizonia,2/27/2021,26.57,22,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
F,3,F3,10,F3_10,CHE-R,CHE,Roadside,+Hemizonia,3/16/2021,24,21,7/2/2021,,0,0,0,108,11/15/2021,244,108,,,0, ,,,,,,,
F,3,F3,11,F3_11,LEX-O,LEX,Off-road,+Hemizonia,2/27/2021,25.87,1/11/1900,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
F,3,F3,12,F3_12,GUA-R,GUA,Roadside,+Hemizonia,3/9/2021,37,26,7/9/2021,,0,0,0,122,11/15/2021,251,122,7/9/2021,,0, ,,,,3.9,0.040,9/8/2021,
F,3,F3,13,F3_13,GUA-O,GUA,Off-road,+Hemizonia,3/9/2021,18,22,7/9/2021,,0,0,0,122,11/15/2021,251,122,7/9/2021,,0, ,,,,4.1,0.023,9/8/2021,
F,3,F3,14,F3_14,OAP-O,OAP,Off-road,+Hemizonia,2/27/2021,22,24,,,1,1,1,-44254,11/15/2021,261,261,11/3/2021,11/3/2021,1,249,,,,6.5,0.120,12/1/2021,
F,3,F3,15,F3_15,BAY-R,BAY,Roadside,+Hemizonia,3/1/2021,19,26,,,1,1,1,-44256,11/15/2021,259,259,7/2/2021,7/2/2021,1,123,,,,10.3,0.291,9/8/2021,
F,3,F3,16,F3_16,BAY-O,BAY,Off-road,+Hemizonia,2/27/2021,23.78,27,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,3.7,0.136,9/8/2021,
F,4,F4,01,F4_01,LEX-O,LEX,Off-road,Raking + Clipping,2/27/2021,24.98,25,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,10.9,0.163,9/8/2021,
F,4,F4,02,F4_02,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/2021,13.18,24,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/25/2021,1,118,5,,,7.3,0.048,9/8/2021,
F,4,F4,03,F4_03,GUA-R,GUA,Roadside,Raking + Clipping,2/27/2021,19.57,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
F,4,F4,04,F4_04,PAR-R,PAR,Roadside,Raking + Clipping,2/27/2021,24.7,11,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
F,4,F4,05,F4_05,LEX-R,LEX,Roadside,Raking + Clipping,3/24/2021,25,24,6/11/2021,,0,0,0,79,11/15/2021,236,79,,,0, ,,,,,,,
F,4,F4,06,F4_06,PAR-O,PAR,Off-road,Raking + Clipping,2/27/2021,15.54,28,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/25/2021,1,118,9,,,12.4,0.215,9/8/2021,
F,4,F4,07,F4_07,BAY-R,BAY,Roadside,Raking + Clipping,2/27/2021,29.45,19,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
F,4,F4,08,F4_08,BAY-O,BAY,Off-road,Raking + Clipping,2/27/2021,9.17,,3/29/2021,,0,0,0,30,11/15/2021,261,30,,,0, ,,,,,,,
F,4,F4,09,F4_09,CHE-R,CHE,Roadside,Raking + Clipping,2/27/2021,15.44,19,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
F,4,F4,10,F4_10,OAP-O,OAP,Off-road,Raking + Clipping,2/27/2021,12.57,30,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,7/2/2021,1,125,,,,7.9,0.086,9/8/2021,
F,4,F4,11,F4_11,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/2021,20.93,24,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
F,4,F4,12,F4_12,CHE-O,CHE,Off-road,Raking + Clipping,2/27/2021,25.25,20,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,5.4,0.033,9/8/2021,
F,4,F4,13,F4_13,PEN-R,PEN,Roadside,Raking + Clipping,2/27/2021,20.46,,4/24/2021,Squirrel,0,0,0,56,11/15/2021,261,56,,,0, ,,,,,,,Dead due to squirrel
F,4,F4,14,F4_14,PEN-O,PEN,Off-road,Raking + Clipping,3/24/2021,11,,4/30/2021,Squirrel,0,0,0,37,11/15/2021,236,37,,,0, ,,,,,,,
F,4,F4,15,F4_15,GUA-O,GUA,Off-road,Raking + Clipping,2/27/2021,21.76,30,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,7.4,0.105,9/9/2021,
F,4,F4,16,F4_16,OAP-R,OAP,Roadside,Raking + Clipping,2/27/2021,16.74,14,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
F,5,F5,01,F5_01,LEX-R,LEX,Roadside,Raking,2/27/2021,23,30,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,6.1,0.073,9/3/2021,
F,5,F5,02,F5_02,LEX-O,LEX,Off-road,Raking,2/27/2021,22.68,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
F,5,F5,03,F5_03,SSJ-O,SSJ,Off-road,Raking,2/27/2021,20.19,10,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,,0, ,,7/2/2021,,4.0,0.012,9/29/2021,
F,5,F5,04,F5_04,PEN-R,PEN,Roadside,Raking,2/27/2021,11.38,10,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
F,5,F5,05,F5_05,CHE-R,CHE,Roadside,Raking,2/27/2021,11.35,,4/5/2021,,0,0,0,37,11/15/2021,261,37,,,0, ,,,,,,,
F,5,F5,06,F5_06,PAR-R,PAR,Roadside,Raking,2/27/2021,26,20,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
F,5,F5,07,F5_07,GUA-O,GUA,Off-road,Raking,2/27/2021,7.12,1/9/1900,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
F,5,F5,08,F5_08,PAR-O,PAR,Off-road,Raking,2/27/2021,8.13,9,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
F,5,F5,09,F5_09,OAP-R,OAP,Roadside,Raking,2/27/2021,13.05,12,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,4.4,0.019,9/29/2021,
F,5,F5,10,F5_10,BAY-R,BAY,Roadside,Raking,2/27/2021,13.21,19,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
F,5,F5,11,F5_11,SSJ-R,SSJ,Roadside,Raking,3/1/2021,16,1/28/1900,7/30/2021,,0,0,0,151,11/15/2021,259,151,7/30/2021,,0, ,,,,3.9,0.042,9/8/2021,
F,5,F5,12,F5_12,GUA-R,GUA,Roadside,Raking,2/27/2021,12.16,15,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
F,5,F5,13,F5_13,PEN-O,PEN,Off-road,Raking,2/27/2021,18.37,11,5/28/2021,,0,0,0,90,11/15/2021,261,90,,,0, ,,,,,,,
F,5,F5,14,F5_14,BAY-O,BAY,Off-road,Raking,3/9/2021,28,20,6/18/2021,,0,0,0,101,11/15/2021,251,101,,,0, ,,,,,,,
F,5,F5,15,F5_15,CHE-O,CHE,Off-road,Raking,2/27/2021,8.88,15,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,3.5,0.038,9/29/2021,
F,5,F5,16,F5_16,OAP-O,OAP,Off-road,Raking,2/27/2021,21.95,21,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
G,1,G1,01,G1_01,CHE-O,CHE,Off-road,Biomass Removal,3/16/2021,26,25,,,1,1,1,-44271,11/15/2021,244,244,9/10/2021,9/10/2021,1,178,,,,33.7,2.332,9/20/2021,
G,1,G1,02,G1_02,LEX-O,LEX,Off-road,Biomass Removal,3/9/2021,21,,3/29/2021,,0,0,0,20,11/15/2021,251,20,,,0, ,,,,,,,
G,1,G1,03,G1_03,BAY-O,BAY,Off-road,Biomass Removal,2/27/2021,18.85,52,,,1,1,1,-44254,11/15/2021,261,261,9/3/2021,9/3/2021,1,188,,,,45.4,9.783,9/8/2021,
G,1,G1,04,G1_04,LEX-R,LEX,Roadside,Biomass Removal,2/27/2021,8.02,51,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,45.8,5.368,9/13/2021,
G,1,G1,05,G1_05,PEN-O,PEN,Off-road,Biomass Removal,2/27/2021,22.55,28,,,1,1,1,-44254,11/15/2021,261,261,9/3/2021,9/3/2021,1,188,,,,36.0,1.894,9/28/2021,
G,1,G1,06,G1_06,GUA-O,GUA,Off-road,Biomass Removal,2/27/2021,5.45,50,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,29.4,2.580,9/28/2021,
G,1,G1,07,G1_07,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/2021,25.23,15,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,11.6,0.269,9/28/2021,
G,1,G1,08,G1_08,BAY-R,BAY,Roadside,Biomass Removal,3/9/2021,20,36,,,1,1,1,-44264,11/15/2021,251,251,9/10/2021,9/10/2021,1,185,,,,45.2,6.634,9/22/2021,
G,1,G1,09,G1_09,SSJ-O,SSJ,Off-road,Biomass Removal,2/27/2021,14.6,53,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,67.2,9.590,9/22/2021,
G,1,G1,10,G1_10,GUA-R,GUA,Roadside,Biomass Removal,2/27/2021,11.99,50,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,37.8,3.618,9/14/2021,
G,1,G1,11,G1_11,OAP-O,OAP,Off-road,Biomass Removal,2/27/2021,18.09,45,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,33.5,1.842,9/28/2021,
G,1,G1,12,G1_12,OAP-R,OAP,Roadside,Biomass Removal,2/27/2021,14.69,53,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,40.5,4.572,9/20/2021,
G,1,G1,13,G1_13,PAR-O,PAR,Off-road,Biomass Removal,3/16/2021,23,52,,,1,1,1,-44271,11/15/2021,244,244,9/3/2021,9/3/2021,1,171,,,,51.5,15.704,9/20/2021,
G,1,G1,14,G1_14,CHE-R,CHE,Roadside,Biomass Removal,2/27/2021,12.55,52,9/10/2021,,0,0,0,195,11/15/2021,261,195,,,0, ,,,,,,,no body
G,1,G1,15,G1_15,PAR-R,PAR,Roadside,Biomass Removal,2/27/2021,18.3,60,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,52.0,7.750,9/13/2021,
G,1,G1,16,G1_16,PEN-R,PEN,Roadside,Biomass Removal,3/1/2021,13,61,,,1,1,1,-44256,11/15/2021,259,259,9/10/2021,9/10/2021,1,193,,,,36.6,3.601,9/14/2021,
G,2,G2,01,G2_01,GUA-R,GUA,Roadside,Raking,2/27/2021,21.64,30,6/25/2021,Squirrel,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,3.5,0.061,9/9/2021,
G,2,G2,02,G2_02,LEX-R,LEX,Roadside,Raking,2/27/2021,11.65,11,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,2,G2,03,G2_03,SSJ-O,SSJ,Off-road,Raking,2/27/2021,17.72,19,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,2,G2,04,G2_04,CHE-O,CHE,Off-road,Raking,2/27/2021,18.65,34,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,17.5,0.462,9/28/2021,
G,2,G2,05,G2_05,PAR-R,PAR,Roadside,Raking,2/27/2021,13.41,31,7/30/2021,,0,0,0,153,11/15/2021,261,153,7/30/2021,,0, ,,,,4.5,0.098,9/8/2021,
G,2,G2,06,G2_06,CHE-R,CHE,Roadside,Raking,2/27/2021,26.35,18,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
G,2,G2,07,G2_07,BAY-O,BAY,Off-road,Raking,2/27/2021,17.58,1/21/1900,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,2.8,0.093,9/29/2021,
G,2,G2,08,G2_08,OAP-O,OAP,Off-road,Raking,2/27/2021,12.32,21,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,2.3,0.047,9/9/2021,
G,2,G2,09,G2_09,PEN-O,PEN,Off-road,Raking,2/27/2021,21.94,17,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,4.6,0.098,9/3/2021,
G,2,G2,10,G2_10,SSJ-R,SSJ,Roadside,Raking,2/27/2021,11.91,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
G,2,G2,11,G2_11,BAY-R,BAY,Roadside,Raking,2/27/2021,24.15,1/24/1900,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,3.9,0.124,9/29/2021,
G,2,G2,12,G2_12,PEN-R,PEN,Roadside,Raking,2/27/2021,12.34,6,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,2,G2,13,G2_13,GUA-O,GUA,Off-road,Raking,2/27/2021,23.98,19,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
G,2,G2,14,G2_14,PAR-O,PAR,Off-road,Raking,2/27/2021,12.94,30,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,3.4,0.094,9/8/2021,
G,2,G2,15,G2_15,OAP-R,OAP,Roadside,Raking,2/27/2021,20.35,30,,,1,1,1,-44254,11/15/2021,261,261,10/8/2021,10/8/2021,1,223,,,,21.6,0.388,10/13/2021,
G,2,G2,16,G2_16,LEX-O,LEX,Off-road,Raking,2/27/2021,20.29,38,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,7.0,0.191,9/3/2021,
G,3,G3,01,G3_01,BAY-O,BAY,Off-road,Control,2/27/2021,24.14,24,6/11/2021,,0,0,0,104,11/15/2021,261,104,7/2/2021,,0, ,,,,2.5,0.026,9/9/2021,"initially the harvest date and height were given to G3_02, but when resurveyd by MKM on 7/9/21, the plant G3_02 was alive and G2_01 was dead. probably was mislabeled."
G,3,G3,02,G3_02,PAR-R,PAR,Roadside,Control,2/27/2021,19.49,18,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,3.5,0.050,9/29/2021,
G,3,G3,03,G3_03,GUA-R,GUA,Roadside,Control,2/27/2021,22.83,22,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,6.7,0.085,9/29/2021,
G,3,G3,04,G3_04,PEN-R,PEN,Roadside,Control,2/27/2021,21.05,23,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,5.2,0.094,9/8/2021,
G,3,G3,05,G3_05,SSJ-O,SSJ,Off-road,Control,2/27/2021,20.47,15,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,3,G3,06,G3_06,LEX-O,LEX,Off-road,Control,2/27/2021,13.44,4,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,3,G3,07,G3_07,GUA-O,GUA,Off-road,Control,2/27/2021,20.7,11,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,3,G3,08,G3_08,CHE-R,CHE,Roadside,Control,2/27/2021,18.17,20,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
G,3,G3,09,G3_09,SSJ-R,SSJ,Roadside,Control,2/27/2021,17.26,7,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,3,G3,10,G3_10,BAY-R,BAY,Roadside,Control,3/16/2021,25,29,7/2/2021,,0,0,0,108,11/15/2021,244,108,7/2/2021,,0, ,,,,6.5,0.090,9/8/2021,
G,3,G3,11,G3_11,LEX-R,LEX,Roadside,Control,2/27/2021,21.25,25,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,4.5,0.116,9/3/2021,
G,3,G3,12,G3_12,PEN-O,PEN,Off-road,Control,2/27/2021,13.5,12,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
G,3,G3,13,G3_13,PAR-O,PAR,Off-road,Control,2/27/2021,11.87,18,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
G,3,G3,14,G3_14,CHE-O,CHE,Off-road,Control,2/27/2021,14.21,19,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,3,G3,15,G3_15,OAP-R,OAP,Roadside,Control,2/27/2021,18.17,23,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,3,G3,16,G3_16,OAP-O,OAP,Off-road,Control,2/27/2021,18.24,39,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,25.8,0.663,9/28/2021,
G,4,G4,01,G4_01,GUA-O,GUA,Off-road,+Hemizonia,2/27/2021,18.94,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
G,4,G4,02,G4_02,CHE-R,CHE,Roadside,+Hemizonia,2/27/2021,21.36,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
G,4,G4,03,G4_03,PAR-R,PAR,Roadside,+Hemizonia,2/27/2021,10.86,15,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
G,4,G4,04,G4_04,SSJ-R,SSJ,Roadside,+Hemizonia,2/27/2021,22.01,26,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,,0, ,,9/10/2021,,14.8,0.352,9/20/2021,
G,4,G4,05,G4_05,SSJ-O,SSJ,Off-road,+Hemizonia,2/27/2021,19.94,28,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,27.1,0.626,9/27/2021,
G,4,G4,06,G4_06,OAP-R,OAP,Roadside,+Hemizonia,2/27/2021,21.26,35,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,16.8,0.335,9/28/2021,
G,4,G4,07,G4_07,LEX-O,LEX,Off-road,+Hemizonia,2/27/2021,14,1/21/1900,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,12.5,0.180,9/28/2021,
G,4,G4,08,G4_08,CHE-O,CHE,Off-road,+Hemizonia,2/27/2021,18.68,15,6/18/2021,,0,0,0,111,11/15/2021,261,111,7/2/2021,,0, ,,,,2.4,0.045,9/8/2021,
G,4,G4,09,G4_09,GUA-R,GUA,Roadside,+Hemizonia,2/27/2021,11.38,16,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,3.9,0.017,9/8/2021,
G,4,G4,10,G4_10,BAY-O,BAY,Off-road,+Hemizonia,3/16/2021,20,21,,,1,1,1,-44271,11/15/2021,244,244,9/10/2021,9/10/2021,1,178,,,,11.7,0.234,9/28/2021,
G,4,G4,11,G4_11,LEX-R,LEX,Roadside,+Hemizonia,2/27/2021,15.84,1/10/1900,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,4,G4,12,G4_12,PEN-O,PEN,Off-road,+Hemizonia,2/27/2021,7.86,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
G,4,G4,13,G4_13,OAP-O,OAP,Off-road,+Hemizonia,2/27/2021,15.8,25,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,2.9,0.055,9/28/2021,
G,4,G4,14,G4_14,PEN-R,PEN,Roadside,+Hemizonia,2/27/2021,11.56,23,,,1,1,1,-44254,11/15/2021,261,261,10/1/2021,10/1/2021,1,216,,,,6.7,0.108,10/4/2021,
G,4,G4,15,G4_15,PAR-O,PAR,Off-road,+Hemizonia,2/27/2021,5.68,,5/21/2021,,0,0,0,83,11/15/2021,261,83,,,0, ,,,,,,,
G,4,G4,16,G4_16,BAY-R,BAY,Roadside,+Hemizonia,2/27/2021,20.44,19,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,12.0,0.171,9/28/2021,
G,5,G5,01,G5_01,LEX-O,LEX,Off-road,Raking + Clipping,2/27/2021,27.18,21,,,1,1,1,-44254,11/15/2021,261,261,7/2/2021,6/4/2021,1,97,12,,,8.0,0.108,9/7/2021,
G,5,G5,02,G5_02,BAY-O,BAY,Off-road,Raking + Clipping,2/27/2021,11.91,21,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,18.5,0.606,9/20/2021,
G,5,G5,03,G5_03,LEX-R,LEX,Roadside,Raking + Clipping,2/27/2021,14.34,19,,,1,1,1,-44254,11/15/2021,261,261,9/17/2021,9/17/2021,1,202,,,,21.7,0.612,9/22/2021,
G,5,G5,04,G5_04,BAY-R,BAY,Roadside,Raking + Clipping,2/27/2021,23.89,42,8/19/2021,Squirrel,0,0,0,173,11/15/2021,261,173,9/19/2021,,0, ,,,,15.1,0.478,9/8/2021,
G,5,G5,05,G5_05,OAP-O,OAP,Off-road,Raking + Clipping,2/27/2021,16.45,22,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,19.7,0.561,9/28/2021,
